GEOID,county_name,state_name,year,median_home_value_with_mortgage,median_home_value_without_mortgage,pct_homeownership_black
29013,"Bates County, Missouri",Missouri,2023,189200,117100,21.7
37191,"Wayne County, North Carolina",North Carolina,2023,188600,120500,44.6
26041,"Delta County, Michigan",Michigan,2023,155400,133300,0
48407,"San Jacinto County, Texas",Texas,2023,226300,133300,75.2
17123,"Marshall County, Illinois",Illinois,2023,140600,133500,0
47115,"Marion County, Tennessee",Tennessee,2023,193100,145800,69.8
29229,"Wright County, Missouri",Missouri,2023,142400,162100,77.6
30079,"Prairie County, Montana",Montana,2023,,191900,0
47103,"Lincoln County, Tennessee",Tennessee,2023,219800,199400,41.3
39107,"Mercer County, Ohio",Ohio,2023,214900,199600,99.6
40131,"Rogers County, Oklahoma",Oklahoma,2023,232100,202100,54.4
51163,"Rockbridge County, Virginia",Virginia,2023,247100,229500,75
27145,"Stearns County, Minnesota",Minnesota,2023,256300,256700,18.7
46093,"Meade County, South Dakota",South Dakota,2023,285100,265300,36.4
38053,"McKenzie County, North Dakota",North Dakota,2023,387800,306800,0
41043,"Linn County, Oregon",Oregon,2023,352500,320900,44.7
08123,"Weld County, Colorado",Colorado,2023,453800,410800,30.2
25017,"Middlesex County, Massachusetts",Massachusetts,2023,693400,673700,30.8
01085,"Lowndes County, Alabama",Alabama,2023,110900,59900,72.9
40057,"Harmon County, Oklahoma",Oklahoma,2023,112500,62300,41.4
05109,"Pike County, Arkansas",Arkansas,2023,139200,99300,68.3
20109,"Logan County, Kansas",Kansas,2023,120800,100900,0
48461,"Upton County, Texas",Texas,2023,134200,102700,53.7
05091,"Miller County, Arkansas",Arkansas,2023,183700,109900,34
01045,"Dale County, Alabama",Alabama,2023,156600,111800,42.1
40045,"Ellis County, Oklahoma",Oklahoma,2023,145200,113100,0
48495,"Winkler County, Texas",Texas,2023,187000,113400,74.4
54053,"Mason County, West Virginia",West Virginia,2023,140500,117200,0
31149,"Rock County, Nebraska",Nebraska,2023,112500,125000,0
19057,"Des Moines County, Iowa",Iowa,2023,145500,127300,54.1
51029,"Buckingham County, Virginia",Virginia,2023,198300,132300,71.5
29039,"Cedar County, Missouri",Missouri,2023,169600,133800,0
30019,"Daniels County, Montana",Montana,2023,216000,137000,93.9
20027,"Clay County, Kansas",Kansas,2023,153300,144200,0
13285,"Troup County, Georgia",Georgia,2023,210200,147100,34.7
05033,"Crawford County, Arkansas",Arkansas,2023,178500,154200,63.6
46117,"Stanley County, South Dakota",South Dakota,2023,173900,161800,0
21003,"Allen County, Kentucky",Kentucky,2023,184500,166500,15.3
39091,"Logan County, Ohio",Ohio,2023,188300,182000,59.8
39063,"Hancock County, Ohio",Ohio,2023,206000,185700,19.8
31179,"Wayne County, Nebraska",Nebraska,2023,218100,186100,0
27093,"Meeker County, Minnesota",Minnesota,2023,230900,225800,81
12069,"Lake County, Florida",Florida,2023,321300,235000,58.1
56031,"Platte County, Wyoming",Wyoming,2023,268400,238900,100
39055,"Geauga County, Ohio",Ohio,2023,321800,278100,74.6
13139,"Hall County, Georgia",Georgia,2023,332700,283300,50
34005,"Burlington County, New Jersey",New Jersey,2023,336400,306000,63.5
18057,"Hamilton County, Indiana",Indiana,2023,386500,358600,45.8
41057,"Tillamook County, Oregon",Oregon,2023,428600,367800,0
08049,"Grand County, Colorado",Colorado,2023,580300,460300,0
06087,"Santa Cruz County, California",California,2023,1049800,917000,25.7
28103,"Noxubee County, Mississippi",Mississippi,2023,93000,67500,76.6
13107,"Emanuel County, Georgia",Georgia,2023,97400,79200,47
48483,"Wheeler County, Texas",Texas,2023,155000,83700,71.1
31173,"Thurston County, Nebraska",Nebraska,2023,163700,84400,0
21115,"Johnson County, Kentucky",Kentucky,2023,155100,84500,93
49037,"San Juan County, Utah",Utah,2023,304300,88400,0
31085,"Hayes County, Nebraska",Nebraska,2023,181300,90800,0
40001,"Adair County, Oklahoma",Oklahoma,2023,143300,100900,27.2
17149,"Pike County, Illinois",Illinois,2023,98800,102100,0
21091,"Hancock County, Kentucky",Kentucky,2023,165800,102800,52.3
40061,"Haskell County, Oklahoma",Oklahoma,2023,143500,104300,25.7
22069,"Natchitoches Parish, Louisiana",Louisiana,2023,219800,110100,45.6
54001,"Barbour County, West Virginia",West Virginia,2023,158300,112800,0
48291,"Liberty County, Texas",Texas,2023,220600,119800,63.6
26025,"Calhoun County, Michigan",Michigan,2023,161300,125600,40.6
05145,"White County, Arkansas",Arkansas,2023,172200,126800,36.4
27151,"Swift County, Minnesota",Minnesota,2023,154300,139400,0
26073,"Isabella County, Michigan",Michigan,2023,169600,158400,10.8
51009,"Amherst County, Virginia",Virginia,2023,203900,183300,71.8
27119,"Polk County, Minnesota",Minnesota,2023,224500,192300,0
38061,"Mountrail County, North Dakota",North Dakota,2023,279800,193500,0
45063,"Lexington County, South Carolina",South Carolina,2023,229100,194300,56.3
26021,"Berrien County, Michigan",Michigan,2023,218700,201000,37.2
40087,"McClain County, Oklahoma",Oklahoma,2023,251100,203500,49.1
19191,"Winneshiek County, Iowa",Iowa,2023,248800,227000,0
42019,"Butler County, Pennsylvania",Pennsylvania,2023,303900,237300,25.5
50025,"Windham County, Vermont",Vermont,2023,264300,266600,24.3
56019,"Johnson County, Wyoming",Wyoming,2023,312500,273000,0
41011,"Coos County, Oregon",Oregon,2023,317100,283500,23.6
34029,"Ocean County, New Jersey",New Jersey,2023,390300,325100,51.3
37175,"Transylvania County, North Carolina",North Carolina,2023,340500,330400,61.5
51685,"Manassas Park city, Virginia",Virginia,2023,388600,352300,61.7
35028,"Los Alamos County, New Mexico",New Mexico,2023,460900,436900,100
25023,"Plymouth County, Massachusetts",Massachusetts,2023,526300,487300,53.7
51013,"Arlington County, Virginia",Virginia,2023,874400,845300,21.1
20207,"Woodson County, Kansas",Kansas,2023,117900,56000,0
13001,"Appling County, Georgia",Georgia,2023,103800,67900,50
48207,"Haskell County, Texas",Texas,2023,134400,73100,37.9
05075,"Lawrence County, Arkansas",Arkansas,2023,101400,84000,100
28091,"Marion County, Mississippi",Mississippi,2023,147000,89400,81.5
17131,"Mercer County, Illinois",Illinois,2023,152300,119300,82.7
30071,"Phillips County, Montana",Montana,2023,207500,121000,0
39101,"Marion County, Ohio",Ohio,2023,159700,121900,19.4
47175,"Van Buren County, Tennessee",Tennessee,2023,163500,124900,0
05055,"Greene County, Arkansas",Arkansas,2023,175900,127600,6.2
42063,"Indiana County, Pennsylvania",Pennsylvania,2023,152900,135900,15.2
26091,"Lenawee County, Michigan",Michigan,2023,191000,166400,39.3
35017,"Grant County, New Mexico",New Mexico,2023,161500,167000,73.2
30033,"Garfield County, Montana",Montana,2023,167100,183800,0
27045,"Fillmore County, Minnesota",Minnesota,2023,209800,196300,16.5
29151,"Osage County, Missouri",Missouri,2023,212600,199400,0
39083,"Knox County, Ohio",Ohio,2023,223500,207500,57.7
51680,"Lynchburg city, Virginia",Virginia,2023,214300,208900,29.2
27055,"Houston County, Minnesota",Minnesota,2023,244600,212900,0
17063,"Grundy County, Illinois",Illinois,2023,280200,223200,59.9
53063,"Spokane County, Washington",Washington,2023,380900,346700,31.9
20047,"Edwards County, Kansas",Kansas,2023,94600,55300,0
13033,"Burke County, Georgia",Georgia,2023,162200,86100,58
45061,"Lee County, South Carolina",South Carolina,2023,124000,86700,65.1
20001,"Allen County, Kansas",Kansas,2023,108300,94100,80.7
45029,"Colleton County, South Carolina",South Carolina,2023,191700,103900,67.8
46003,"Aurora County, South Dakota",South Dakota,2023,165400,112300,0
48217,"Hill County, Texas",Texas,2023,208200,114200,48.5
45001,"Abbeville County, South Carolina",South Carolina,2023,198100,116600,56.3
42039,"Crawford County, Pennsylvania",Pennsylvania,2023,153500,124500,22.1
08023,"Costilla County, Colorado",Colorado,2023,252600,136300,100
29217,"Vernon County, Missouri",Missouri,2023,135400,138200,36.3
31053,"Dodge County, Nebraska",Nebraska,2023,200700,170300,8.3
01103,"Morgan County, Alabama",Alabama,2023,209800,170700,45.5
22055,"Lafayette Parish, Louisiana",Louisiana,2023,247700,198500,42.3
46135,"Yankton County, South Dakota",South Dakota,2023,214900,202500,28.9
18013,"Brown County, Indiana",Indiana,2023,252400,229500,0
36111,"Ulster County, New York",New York,2023,338700,284400,41.3
12099,"Palm Beach County, Florida",Florida,2023,429400,376000,50.6
08001,"Adams County, Colorado",Colorado,2023,473800,404600,47.4
12086,"Miami-Dade County, Florida",Florida,2023,434600,408100,44.5
30029,"Flathead County, Montana",Montana,2023,485900,434600,74
51061,"Fauquier County, Virginia",Virginia,2023,562600,486200,63.6
08107,"Routt County, Colorado",Colorado,2023,749700,772700,0
48129,"Donley County, Texas",Texas,2023,138100,69600,7.4
05117,"Prairie County, Arkansas",Arkansas,2023,109400,70400,63.1
48069,"Castro County, Texas",Texas,2023,121800,71800,0
54067,"Nicholas County, West Virginia",West Virginia,2023,150600,96200,0
39081,"Jefferson County, Ohio",Ohio,2023,141700,100400,31.2
38103,"Wells County, North Dakota",North Dakota,2023,117600,102200,0
19147,"Palo Alto County, Iowa",Iowa,2023,130700,110100,99.6
38075,"Renville County, North Dakota",North Dakota,2023,207400,116100,0
45059,"Laurens County, South Carolina",South Carolina,2023,180200,117600,49.8
05149,"Yell County, Arkansas",Arkansas,2023,152000,118200,82.5
37027,"Caldwell County, North Carolina",North Carolina,2023,206400,131100,51.4
18069,"Huntington County, Indiana",Indiana,2023,153800,132000,12.7
48237,"Jack County, Texas",Texas,2023,242300,137500,0
27063,"Jackson County, Minnesota",Minnesota,2023,151200,141400,16.3
22057,"Lafourche Parish, Louisiana",Louisiana,2023,222700,152000,51.3
47085,"Humphreys County, Tennessee",Tennessee,2023,213200,162700,57.8
18001,"Adams County, Indiana",Indiana,2023,177900,165500,0
48467,"Van Zandt County, Texas",Texas,2023,236600,173300,52
39117,"Morrow County, Ohio",Ohio,2023,215500,182800,13.6
29213,"Taney County, Missouri",Missouri,2023,217000,188800,11.8
37049,"Craven County, North Carolina",North Carolina,2023,217000,189900,60.3
48097,"Cooke County, Texas",Texas,2023,244700,199100,21.5
31119,"Madison County, Nebraska",Nebraska,2023,191500,205800,0
13247,"Rockdale County, Georgia",Georgia,2023,269600,213500,60.1
41035,"Klamath County, Oregon",Oregon,2023,279400,215500,41.2
55095,"Polk County, Wisconsin",Wisconsin,2023,250900,224300,40.6
42055,"Franklin County, Pennsylvania",Pennsylvania,2023,241900,226100,36.6
27067,"Kandiyohi County, Minnesota",Minnesota,2023,227500,236400,0
27005,"Becker County, Minnesota",Minnesota,2023,276300,251200,38.9
06107,"Tulare County, California",California,2023,319900,267000,46.1
09140,"Naugatuck Valley Planning Region, Connecticut",Connecticut,2023,299000,271800,45.9
55029,"Door County, Wisconsin",Wisconsin,2023,299200,314100,0
53015,"Cowlitz County, Washington",Washington,2023,382700,332800,11
51540,"Charlottesville city, Virginia",Virginia,2023,459300,426000,26
53055,"San Juan County, Washington",Washington,2023,704400,759300,0
31129,"Nuckolls County, Nebraska",Nebraska,2023,114500,87000,0
54043,"Lincoln County, West Virginia",West Virginia,2023,143000,89400,0
19177,"Van Buren County, Iowa",Iowa,2023,147100,90000,0
28115,"Pontotoc County, Mississippi",Mississippi,2023,187200,105700,52.4
17127,"Massac County, Illinois",Illinois,2023,136000,107300,70
48375,"Potter County, Texas",Texas,2023,159300,113800,32.9
01079,"Lawrence County, Alabama",Alabama,2023,177300,116900,79.3
48317,"Martin County, Texas",Texas,2023,260800,118000,0
46019,"Butte County, South Dakota",South Dakota,2023,262000,119900,0
37111,"McDowell County, North Carolina",North Carolina,2023,209300,121500,40.4
48449,"Titus County, Texas",Texas,2023,194400,126600,35.3
29147,"Nodaway County, Missouri",Missouri,2023,193100,128100,20.8
48213,"Henderson County, Texas",Texas,2023,233000,135100,59.7
37013,"Beaufort County, North Carolina",North Carolina,2023,203800,136300,46
42013,"Blair County, Pennsylvania",Pennsylvania,2023,167200,137600,26.7
28039,"George County, Mississippi",Mississippi,2023,185100,139200,65.8
40047,"Garfield County, Oklahoma",Oklahoma,2023,160000,140400,53.8
47073,"Hawkins County, Tennessee",Tennessee,2023,184000,149600,95.4
36019,"Clinton County, New York",New York,2023,193200,155600,12.5
39009,"Athens County, Ohio",Ohio,2023,192900,156100,38.1
17155,"Putnam County, Illinois",Illinois,2023,180400,157700,0
39037,"Darke County, Ohio",Ohio,2023,174700,159100,72
05089,"Marion County, Arkansas",Arkansas,2023,153700,161200,0
29145,"Newton County, Missouri",Missouri,2023,186400,162100,38.4
37003,"Alexander County, North Carolina",North Carolina,2023,211400,164600,81.7
36025,"Delaware County, New York",New York,2023,187800,165700,70.3
28047,"Harrison County, Mississippi",Mississippi,2023,214000,179500,44.5
20193,"Thomas County, Kansas",Kansas,2023,156400,185200,0
55113,"Sawyer County, Wisconsin",Wisconsin,2023,232800,210200,0
26081,"Kent County, Michigan",Michigan,2023,273700,250100,34.8
16043,"Fremont County, Idaho",Idaho,2023,298300,264900,42.1
27131,"Rice County, Minnesota",Minnesota,2023,316800,270000,19.4
30047,"Lake County, Montana",Montana,2023,405600,303000,36.9
51840,"Winchester city, Virginia",Virginia,2023,337300,306300,18.1
44007,"Providence County, Rhode Island",Rhode Island,2023,343300,329200,35.3
25015,"Hampshire County, Massachusetts",Massachusetts,2023,375300,343100,30.1
34031,"Passaic County, New Jersey",New Jersey,2023,442700,433200,27.2
41005,"Clackamas County, Oregon",Oregon,2023,592200,537200,55.5
20167,"Russell County, Kansas",Kansas,2023,161600,58700,0
54109,"Wyoming County, West Virginia",West Virginia,2023,97100,68200,41.7
20039,"Decatur County, Kansas",Kansas,2023,76400,78700,100
45087,"Union County, South Carolina",South Carolina,2023,132600,84400,52
51195,"Wise County, Virginia",Virginia,2023,142200,90400,48
22059,"LaSalle Parish, Louisiana",Louisiana,2023,163200,100400,74.3
27043,"Faribault County, Minnesota",Minnesota,2023,133900,110700,0
54041,"Lewis County, West Virginia",West Virginia,2023,162800,111000,100
38023,"Divide County, North Dakota",North Dakota,2023,229200,135200,0
31023,"Butler County, Nebraska",Nebraska,2023,192900,150400,80.3
46059,"Hand County, South Dakota",South Dakota,2023,137500,155600,0
55069,"Lincoln County, Wisconsin",Wisconsin,2023,186600,169100,78.4
26027,"Cass County, Michigan",Michigan,2023,224600,178100,51.8
16061,"Lewis County, Idaho",Idaho,2023,213900,191400,98.9
32013,"Humboldt County, Nevada",Nevada,2023,274500,215700,16.3
19129,"Mills County, Iowa",Iowa,2023,234800,218700,0
55101,"Racine County, Wisconsin",Wisconsin,2023,250300,219600,31.2
36039,"Greene County, New York",New York,2023,271100,228200,72.4
49017,"Garfield County, Utah",Utah,2023,332900,236100,0
13223,"Paulding County, Georgia",Georgia,2023,297700,251800,69.4
50011,"Franklin County, Vermont",Vermont,2023,299200,258900,0
02170,"Matanuska-Susitna Borough, Alaska",Alaska,2023,339600,272600,76.6
49039,"Sanpete County, Utah",Utah,2023,313800,277600,0
51103,"Lancaster County, Virginia",Virginia,2023,295700,320400,73.1
37179,"Union County, North Carolina",North Carolina,2023,390900,320500,69.9
25025,"Suffolk County, Massachusetts",Massachusetts,2023,685100,669800,31.6
26053,"Gogebic County, Michigan",Michigan,2023,121800,79500,80.8
30109,"Wibaux County, Montana",Montana,2023,123800,86900,0
17101,"Lawrence County, Illinois",Illinois,2023,100500,92000,62.5
17021,"Christian County, Illinois",Illinois,2023,116300,104600,8.3
26085,"Lake County, Michigan",Michigan,2023,140200,105100,45.3
26035,"Clare County, Michigan",Michigan,2023,133200,107500,86.2
20115,"Marion County, Kansas",Kansas,2023,124900,108800,0
20009,"Barton County, Kansas",Kansas,2023,125300,110000,36.1
20003,"Anderson County, Kansas",Kansas,2023,189400,122100,45
38069,"Pierce County, North Dakota",North Dakota,2023,160800,136500,0
45047,"Greenwood County, South Carolina",South Carolina,2023,186200,137300,45.9
31059,"Fillmore County, Nebraska",Nebraska,2023,125700,139200,0
30087,"Rosebud County, Montana",Montana,2023,213200,141500,0
17161,"Rock Island County, Illinois",Illinois,2023,145800,142600,36.6
29057,"Dade County, Missouri",Missouri,2023,171000,146200,100
13295,"Walker County, Georgia",Georgia,2023,190700,148600,59.1
17119,"Madison County, Illinois",Illinois,2023,180900,149200,31.1
55057,"Juneau County, Wisconsin",Wisconsin,2023,171600,153800,64.8
13063,"Clayton County, Georgia",Georgia,2023,207400,162300,47.9
27083,"Lyon County, Minnesota",Minnesota,2023,212000,165800,59.4
36115,"Washington County, New York",New York,2023,191900,174700,38.3
39173,"Wood County, Ohio",Ohio,2023,229800,179900,24.2
45053,"Jasper County, South Carolina",South Carolina,2023,335200,182500,72.2
45077,"Pickens County, South Carolina",South Carolina,2023,238100,185500,46.6
05125,"Saline County, Arkansas",Arkansas,2023,220300,194500,65.3
13207,"Monroe County, Georgia",Georgia,2023,278600,207300,73
32023,"Nye County, Nevada",Nevada,2023,296500,216900,52.4
38055,"McLean County, North Dakota",North Dakota,2023,234900,231500,0
13311,"White County, Georgia",Georgia,2023,273300,241300,77.8
08101,"Pueblo County, Colorado",Colorado,2023,286900,243200,56.9
36109,"Tompkins County, New York",New York,2023,279300,261400,32.9
51165,"Rockingham County, Virginia",Virginia,2023,304400,263500,30.1
18063,"Hendricks County, Indiana",Indiana,2023,283500,275700,63.9
56021,"Laramie County, Wyoming",Wyoming,2023,339600,289300,53.1
29165,"Platte County, Missouri",Missouri,2023,322300,305900,32.1
47105,"Loudon County, Tennessee",Tennessee,2023,285700,314300,32.4
02220,"Sitka City and Borough, Alaska",Alaska,2023,456500,399400,0
51095,"James City County, Virginia",Virginia,2023,418600,420600,55.3
49051,"Wasatch County, Utah",Utah,2023,727100,716500,0
08065,"Lake County, Colorado",Colorado,2023,453800,0,0
21071,"Floyd County, Kentucky",Kentucky,2023,145200,75200,0
37187,"Washington County, North Carolina",North Carolina,2023,128200,88900,52.4
36009,"Cattaraugus County, New York",New York,2023,124300,94600,29.8
28147,"Walthall County, Mississippi",Mississippi,2023,177200,96300,73.4
31171,"Thomas County, Nebraska",Nebraska,2023,125000,98900,0
31017,"Brown County, Nebraska",Nebraska,2023,100400,99900,0
19179,"Wapello County, Iowa",Iowa,2023,123800,101600,14.3
28129,"Smith County, Mississippi",Mississippi,2023,122300,105300,82.4
47101,"Lewis County, Tennessee",Tennessee,2023,210800,109700,0
22053,"Jefferson Davis Parish, Louisiana",Louisiana,2023,193700,112300,66
27087,"Mahnomen County, Minnesota",Minnesota,2023,161600,118200,0
54051,"Marshall County, West Virginia",West Virginia,2023,157700,118300,0
37123,"Montgomery County, North Carolina",North Carolina,2023,183800,120200,48.9
48245,"Jefferson County, Texas",Texas,2023,200200,121600,44
51640,"Galax city, Virginia",Virginia,2023,128500,122600,12.8
47077,"Henderson County, Tennessee",Tennessee,2023,169200,145800,55.1
19131,"Mitchell County, Iowa",Iowa,2023,165400,161400,0
36053,"Madison County, New York",New York,2023,186700,162500,68.6
48471,"Walker County, Texas",Texas,2023,229200,170600,36.8
30093,"Silver Bow County, Montana",Montana,2023,242500,193200,0
50021,"Rutland County, Vermont",Vermont,2023,219100,217400,36.3
27085,"McLeod County, Minnesota",Minnesota,2023,239200,222800,77.8
41019,"Douglas County, Oregon",Oregon,2023,305900,246700,35.9
09110,"Capitol Planning Region, Connecticut",Connecticut,2023,301600,292400,43.2
26125,"Oakland County, Michigan",Michigan,2023,333400,294500,44.3
04025,"Yavapai County, Arizona",Arizona,2023,403400,376200,29.4
48171,"Gillespie County, Texas",Texas,2023,462500,406000,0
34023,"Middlesex County, New Jersey",New Jersey,2023,451600,415300,40.1
45005,"Allendale County, South Carolina",South Carolina,2023,87800,52000,57.2
21193,"Perry County, Kentucky",Kentucky,2023,124600,73200,79.4
17061,"Greene County, Illinois",Illinois,2023,104900,83600,0
01087,"Macon County, Alabama",Alabama,2023,111800,87200,60.5
22117,"Washington Parish, Louisiana",Louisiana,2023,191900,108000,49.6
13251,"Screven County, Georgia",Georgia,2023,152800,108400,62.8
54039,"Kanawha County, West Virginia",West Virginia,2023,158300,112500,40.1
29111,"Lewis County, Missouri",Missouri,2023,121100,113100,66.7
39079,"Jackson County, Ohio",Ohio,2023,157400,116000,55
21047,"Christian County, Kentucky",Kentucky,2023,173500,120400,40.2
26061,"Houghton County, Michigan",Michigan,2023,153300,128500,35.6
13083,"Dade County, Georgia",Georgia,2023,215800,150000,42.5
05085,"Lonoke County, Arkansas",Arkansas,2023,198200,150200,67.4
21035,"Calloway County, Kentucky",Kentucky,2023,194400,161400,17
48303,"Lubbock County, Texas",Texas,2023,224200,165500,28.5
20085,"Jackson County, Kansas",Kansas,2023,201700,184800,78.2
47145,"Roane County, Tennessee",Tennessee,2023,221500,200900,65.7
12033,"Escambia County, Florida",Florida,2023,249000,205300,43.8
21179,"Nelson County, Kentucky",Kentucky,2023,232900,209500,40
21015,"Boone County, Kentucky",Kentucky,2023,263600,223000,40.2
13151,"Henry County, Georgia",Georgia,2023,279200,268200,64.4
51087,"Henrico County, Virginia",Virginia,2023,341000,310800,52
24033,"Prince George's County, Maryland",Maryland,2023,414200,371900,61.4
06009,"Calaveras County, California",California,2023,448100,433400,100
06037,"Los Angeles County, California",California,2023,798900,745700,32.2
06085,"Santa Clara County, California",California,2023,1410200,1301700,30
48083,"Coleman County, Texas",Texas,2023,101000,78300,24.5
21233,"Webster County, Kentucky",Kentucky,2023,152600,80200,37.2
18017,"Cass County, Indiana",Indiana,2023,138800,89800,75.3
22083,"Richland Parish, Louisiana",Louisiana,2023,156000,109500,42.7
51169,"Scott County, Virginia",Virginia,2023,153800,113600,15.7
51141,"Patrick County, Virginia",Virginia,2023,169900,115500,55.8
01049,"DeKalb County, Alabama",Alabama,2023,154900,121600,41.9
48365,"Panola County, Texas",Texas,2023,190200,126500,68.8
13191,"McIntosh County, Georgia",Georgia,2023,221000,132900,81.6
48175,"Goliad County, Texas",Texas,2023,275000,143300,62.1
31067,"Gage County, Nebraska",Nebraska,2023,177500,149800,0
20177,"Shawnee County, Kansas",Kansas,2023,179800,157200,38.6
16023,"Butte County, Idaho",Idaho,2023,220300,159300,0
51197,"Wythe County, Virginia",Virginia,2023,180000,163200,69.3
29035,"Carter County, Missouri",Missouri,2023,139600,173900,0
54079,"Putnam County, West Virginia",West Virginia,2023,240600,174600,72.4
04007,"Gila County, Arizona",Arizona,2023,302000,184100,19.3
55027,"Dodge County, Wisconsin",Wisconsin,2023,221200,214600,14.3
56025,"Natrona County, Wyoming",Wyoming,2023,268200,245500,9.2
48149,"Fayette County, Texas",Texas,2023,293700,260000,32.1
41017,"Deschutes County, Oregon",Oregon,2023,593500,602800,23.6
11001,"District of Columbia, District of Columbia",District of Columbia,2023,727000,715200,34.9
15005,"Kalawao County, Hawaii",Hawaii,2023,,0,0
48433,"Stonewall County, Texas",Texas,2023,74000,50000,0
31065,"Furnas County, Nebraska",Nebraska,2023,118400,72900,0
21195,"Pike County, Kentucky",Kentucky,2023,142900,81800,75.1
48415,"Scurry County, Texas",Texas,2023,152400,87400,98.1
29081,"Harrison County, Missouri",Missouri,2023,124100,94900,0
31165,"Sioux County, Nebraska",Nebraska,2023,235000,99100,0
28043,"Grenada County, Mississippi",Mississippi,2023,159100,106600,50.5
54087,"Roane County, West Virginia",West Virginia,2023,181900,107200,0
20081,"Haskell County, Kansas",Kansas,2023,162800,123300,0
18121,"Parke County, Indiana",Indiana,2023,147900,127800,40.8
51111,"Lunenburg County, Virginia",Virginia,2023,153100,140100,66.5
40051,"Grady County, Oklahoma",Oklahoma,2023,219600,146900,35.1
17001,"Adams County, Illinois",Illinois,2023,161600,148400,41.1
30101,"Toole County, Montana",Montana,2023,221200,152000,0
13185,"Lowndes County, Georgia",Georgia,2023,215100,163700,36.5
39151,"Stark County, Ohio",Ohio,2023,186400,165500,35.2
31093,"Howard County, Nebraska",Nebraska,2023,217900,172800,0
39011,"Auglaize County, Ohio",Ohio,2023,180100,184000,75.9
29049,"Clinton County, Missouri",Missouri,2023,215400,192500,45.7
48423,"Smith County, Texas",Texas,2023,236400,194000,48.2
18047,"Franklin County, Indiana",Indiana,2023,259400,197200,81.5
26115,"Monroe County, Michigan",Michigan,2023,226100,197600,42.3
13045,"Carroll County, Georgia",Georgia,2023,242400,200400,46.8
18137,"Ripley County, Indiana",Indiana,2023,204100,207600,51.9
31025,"Cass County, Nebraska",Nebraska,2023,270400,214000,0
48251,"Johnson County, Texas",Texas,2023,276600,214300,68.7
49013,"Duchesne County, Utah",Utah,2023,264800,239500,0
30001,"Beaverhead County, Montana",Montana,2023,301300,264300,0
37149,"Polk County, North Carolina",North Carolina,2023,285100,277400,59.8
13281,"Towns County, Georgia",Georgia,2023,321100,297500,100
13135,"Gwinnett County, Georgia",Georgia,2023,352900,325300,53.3
51069,"Frederick County, Virginia",Virginia,2023,364600,327600,73.6
16021,"Boundary County, Idaho",Idaho,2023,360000,334600,0
41009,"Columbia County, Oregon",Oregon,2023,392800,382900,50.5
41007,"Clatsop County, Oregon",Oregon,2023,447800,418600,26.4
06065,"Riverside County, California",California,2023,542800,425500,54.7
08045,"Garfield County, Colorado",Colorado,2023,508700,434600,17.4
32005,"Douglas County, Nevada",Nevada,2023,576900,612900,0
21119,"Knott County, Kentucky",Kentucky,2023,143200,50700,0
21135,"Lewis County, Kentucky",Kentucky,2023,103300,69300,0
48163,"Frio County, Texas",Texas,2023,126300,88400,40.5
18075,"Jay County, Indiana",Indiana,2023,114700,102400,0
21171,"Monroe County, Kentucky",Kentucky,2023,135800,103200,53.2
18103,"Miami County, Indiana",Indiana,2023,125000,106700,27.3
28067,"Jones County, Mississippi",Mississippi,2023,163200,109000,55.3
21125,"Laurel County, Kentucky",Kentucky,2023,166900,115400,71.5
47083,"Houston County, Tennessee",Tennessee,2023,194200,119000,69
39121,"Noble County, Ohio",Ohio,2023,174300,122700,0
05101,"Newton County, Arkansas",Arkansas,2023,214800,124300,0
27081,"Lincoln County, Minnesota",Minnesota,2023,170500,124500,0
19187,"Webster County, Iowa",Iowa,2023,144800,126100,32.1
29173,"Ralls County, Missouri",Missouri,2023,168700,126200,86.1
48135,"Ector County, Texas",Texas,2023,225900,143800,51.2
55019,"Clark County, Wisconsin",Wisconsin,2023,174000,147200,19.5
39175,"Wyandot County, Ohio",Ohio,2023,165800,150400,100
19037,"Chickasaw County, Iowa",Iowa,2023,177800,153100,0
38021,"Dickey County, North Dakota",North Dakota,2023,180900,154100,0
20079,"Harvey County, Kansas",Kansas,2023,183400,162800,27.8
29073,"Gasconade County, Missouri",Missouri,2023,175300,163200,18
29161,"Phelps County, Missouri",Missouri,2023,207100,164300,28.9
31027,"Cedar County, Nebraska",Nebraska,2023,184900,169900,0
12105,"Polk County, Florida",Florida,2023,272500,175400,52.1
31073,"Gosper County, Nebraska",Nebraska,2023,275300,176700,0
22063,"Livingston Parish, Louisiana",Louisiana,2023,233000,185500,81.3
27077,"Lake of the Woods County, Minnesota",Minnesota,2023,224000,202900,0
48211,"Hemphill County, Texas",Texas,2023,208800,220800,0
41069,"Wheeler County, Oregon",Oregon,2023,265500,243800,0
51019,"Bedford County, Virginia",Virginia,2023,286900,257300,73.9
16057,"Latah County, Idaho",Idaho,2023,354300,314600,7.6
10003,"New Castle County, Delaware",Delaware,2023,334700,317700,49.7
35049,"Santa Fe County, New Mexico",New Mexico,2023,434700,386600,35.3
48487,"Wilbarger County, Texas",Texas,2023,147100,71600,40.6
13055,"Chattooga County, Georgia",Georgia,2023,144600,78700,58.4
01093,"Marion County, Alabama",Alabama,2023,123100,88600,13.3
48419,"Shelby County, Texas",Texas,2023,159000,91500,61.4
40059,"Harper County, Oklahoma",Oklahoma,2023,104700,97100,0
22099,"St. Martin Parish, Louisiana",Louisiana,2023,210200,100700,62.2
