GEOID,county_name,state_name,year,median_property_tax_with_mortgage,median_property_tax_without_mortgage
13261,"Sumter County, Georgia",Georgia,2023,1941,1313
30101,"Toole County, Montana",Montana,2023,2040,1439
48161,"Freestone County, Texas",Texas,2023,2274,1440
26101,"Manistee County, Michigan",Michigan,2023,1967,1633
37019,"Brunswick County, North Carolina",North Carolina,2023,1828,1712
12095,"Orange County, Florida",Florida,2023,2950,2393
17189,"Washington County, Illinois",Illinois,2023,3073,2472
17083,"Jersey County, Illinois",Illinois,2023,3268,2715
41053,"Polk County, Oregon",Oregon,2023,3705,3200
05077,"Lee County, Arkansas",Arkansas,2023,449,392
48101,"Cottle County, Texas",Texas,2023,1163,600
13069,"Coffee County, Georgia",Georgia,2023,1264,672
29059,"Dallas County, Missouri",Missouri,2023,733,710
21083,"Graves County, Kentucky",Kentucky,2023,1136,712
51081,"Greensville County, Virginia",Virginia,2023,987,905
51009,"Amherst County, Virginia",Virginia,2023,1056,940
48385,"Real County, Texas",Texas,2023,4846,973
48507,"Zavala County, Texas",Texas,2023,1712,1082
32023,"Nye County, Nevada",Nevada,2023,1375,1083
48005,"Angelina County, Texas",Texas,2023,2584,1145
47051,"Franklin County, Tennessee",Tennessee,2023,1220,1217
47031,"Coffee County, Tennessee",Tennessee,2023,1451,1298
02195,"Petersburg Borough, Alaska",Alaska,2023,2332,1427
39127,"Perry County, Ohio",Ohio,2023,1851,1429
18019,"Clark County, Indiana",Indiana,2023,1611,1470
48295,"Lipscomb County, Texas",Texas,2023,2147,1494
32029,"Storey County, Nevada",Nevada,2023,1643,1509
47149,"Rutherford County, Tennessee",Tennessee,2023,1770,1715
06021,"Glenn County, California",California,2023,2469,1776
27077,"Lake of the Woods County, Minnesota",Minnesota,2023,1372,1808
39011,"Auglaize County, Ohio",Ohio,2023,1722,1812
38097,"Traill County, North Dakota",North Dakota,2023,2150,1837
49045,"Tooele County, Utah",Utah,2023,2358,2072
31073,"Gosper County, Nebraska",Nebraska,2023,2644,2268
20169,"Saline County, Kansas",Kansas,2023,2291,2274
27157,"Wabasha County, Minnesota",Minnesota,2023,2754,2566
31141,"Platte County, Nebraska",Nebraska,2023,2938,2589
36043,"Herkimer County, New York",New York,2023,3300,2840
36065,"Oneida County, New York",New York,2023,3945,3259
55059,"Kenosha County, Wisconsin",Wisconsin,2023,4256,4018
20091,"Johnson County, Kansas",Kansas,2023,4205,4256
55089,"Ozaukee County, Wisconsin",Wisconsin,2023,4736,4445
01129,"Washington County, Alabama",Alabama,2023,423,308
48105,"Crockett County, Texas",Texas,2023,8512,367
01071,"Jackson County, Alabama",Alabama,2023,528,378
35033,"Mora County, New Mexico",New Mexico,2023,724,563
51031,"Campbell County, Virginia",Virginia,2023,954,831
47123,"Monroe County, Tennessee",Tennessee,2023,929,859
39081,"Jefferson County, Ohio",Ohio,2023,1352,1054
20077,"Harper County, Kansas",Kansas,2023,1741,1144
56031,"Platte County, Wyoming",Wyoming,2023,1681,1292
02282,"Yakutat City and Borough, Alaska",Alaska,2023,1643,1345
21167,"Mercer County, Kentucky",Kentucky,2023,1714,1347
12053,"Hernando County, Florida",Florida,2023,1919,1435
48035,"Bosque County, Texas",Texas,2023,2175,1685
48009,"Archer County, Texas",Texas,2023,2972,1881
30039,"Granite County, Montana",Montana,2023,2136,1998
35049,"Santa Fe County, New Mexico",New Mexico,2023,2165,2038
26087,"Lapeer County, Michigan",Michigan,2023,2249,2053
48309,"McLennan County, Texas",Texas,2023,3999,2469
46093,"Meade County, South Dakota",South Dakota,2023,3085,2543
36035,"Fulton County, New York",New York,2023,3656,2793
48187,"Guadalupe County, Texas",Texas,2023,4952,2827
12109,"St. Johns County, Florida",Florida,2023,3730,3149
36117,"Wayne County, New York",New York,2023,4428,3580
51600,"Fairfax city, Virginia",Virginia,2023,6421,6304
16033,"Clark County, Idaho",Idaho,2023,1389,405
21031,"Butler County, Kentucky",Kentucky,2023,740,439
05041,"Desha County, Arkansas",Arkansas,2023,559,448
45017,"Calhoun County, South Carolina",South Carolina,2023,811,523
12063,"Jackson County, Florida",Florida,2023,824,529
28153,"Wayne County, Mississippi",Mississippi,2023,836,565
21169,"Metcalfe County, Kentucky",Kentucky,2023,934,568
45023,"Chester County, South Carolina",South Carolina,2023,1014,717
13053,"Chattahoochee County, Georgia",Georgia,2023,1415,797
29185,"St. Clair County, Missouri",Missouri,2023,1066,831
21019,"Boyd County, Kentucky",Kentucky,2023,1384,935
51011,"Appomattox County, Virginia",Virginia,2023,1051,974
29097,"Jasper County, Missouri",Missouri,2023,1242,1018
26135,"Oscoda County, Michigan",Michigan,2023,1233,1110
29001,"Adair County, Missouri",Missouri,2023,1245,1156
27029,"Clearwater County, Minnesota",Minnesota,2023,1350,1229
29073,"Gasconade County, Missouri",Missouri,2023,1235,1242
18183,"Whitley County, Indiana",Indiana,2023,1455,1372
13201,"Miller County, Georgia",Georgia,2023,2039,1410
06035,"Lassen County, California",California,2023,2144,1445
02060,"Bristol Bay Borough, Alaska",Alaska,2023,3125,1545
26059,"Hillsdale County, Michigan",Michigan,2023,1696,1562
29099,"Jefferson County, Missouri",Missouri,2023,1953,1586
19089,"Howard County, Iowa",Iowa,2023,1744,1743
39023,"Clark County, Ohio",Ohio,2023,2042,1782
27159,"Wadena County, Minnesota",Minnesota,2023,1684,1887
48185,"Grimes County, Texas",Texas,2023,3590,1947
30105,"Valley County, Montana",Montana,2023,2360,1996
20173,"Sedgwick County, Kansas",Kansas,2023,2467,2148
48421,"Sherman County, Texas",Texas,2023,2942,2158
20139,"Osage County, Kansas",Kansas,2023,2351,2173
46065,"Hughes County, South Dakota",South Dakota,2023,2645,2221
42079,"Luzerne County, Pennsylvania",Pennsylvania,2023,2696,2259
46033,"Custer County, South Dakota",South Dakota,2023,2743,2271
18011,"Boone County, Indiana",Indiana,2023,2807,2358
48043,"Brewster County, Texas",Texas,2023,2818,2368
08035,"Douglas County, Colorado",Colorado,2023,3730,3630
11001,"District of Columbia, District of Columbia",District of Columbia,2023,4311,3653
39057,"Greene County, Ohio",Ohio,2023,4138,3793
51061,"Fauquier County, Virginia",Virginia,2023,4170,4221
53053,"Pierce County, Washington",Washington,2023,4533,4619
51013,"Arlington County, Virginia",Virginia,2023,7684,7978
40023,"Choctaw County, Oklahoma",Oklahoma,2023,813,403
17003,"Alexander County, Illinois",Illinois,2023,1899,497
05117,"Prairie County, Arkansas",Arkansas,2023,550,531
05109,"Pike County, Arkansas",Arkansas,2023,781,534
54095,"Tyler County, West Virginia",West Virginia,2023,819,571
28141,"Tishomingo County, Mississippi",Mississippi,2023,885,626
40073,"Kingfisher County, Oklahoma",Oklahoma,2023,1341,855
48247,"Jim Hogg County, Texas",Texas,2023,2452,914
28121,"Rankin County, Mississippi",Mississippi,2023,1512,963
48289,"Leon County, Texas",Texas,2023,1638,998
51057,"Essex County, Virginia",Virginia,2023,1495,1032
13199,"Meriwether County, Georgia",Georgia,2023,1846,1096
20049,"Elk County, Kansas",Kansas,2023,1372,1125
48111,"Dallam County, Texas",Texas,2023,2762,1126
08053,"Hinsdale County, Colorado",Colorado,2023,1392,1136
29063,"DeKalb County, Missouri",Missouri,2023,1359,1207
38099,"Walsh County, North Dakota",North Dakota,2023,1632,1217
17193,"White County, Illinois",Illinois,2023,1461,1338
13187,"Lumpkin County, Georgia",Georgia,2023,2198,1342
18163,"Vanderburgh County, Indiana",Indiana,2023,1437,1386
47021,"Cheatham County, Tennessee",Tennessee,2023,1526,1410
37109,"Lincoln County, North Carolina",North Carolina,2023,1798,1437
26011,"Arenac County, Michigan",Michigan,2023,1780,1554
18043,"Floyd County, Indiana",Indiana,2023,1645,1675
51069,"Frederick County, Virginia",Virginia,2023,1849,1719
51678,"Lexington city, Virginia",Virginia,2023,2663,1800
20041,"Dickinson County, Kansas",Kansas,2023,2347,1856
42015,"Bradford County, Pennsylvania",Pennsylvania,2023,2335,1866
17139,"Moultrie County, Illinois",Illinois,2023,2416,2225
42115,"Susquehanna County, Pennsylvania",Pennsylvania,2023,2505,2264
53003,"Asotin County, Washington",Washington,2023,2296,2281
31043,"Dakota County, Nebraska",Nebraska,2023,2898,2435
53017,"Douglas County, Washington",Washington,2023,3419,2624
51043,"Clarke County, Virginia",Virginia,2023,2763,2743
49051,"Wasatch County, Utah",Utah,2023,3220,3249
23023,"Sagadahoc County, Maine",Maine,2023,3373,3351
01047,"Dallas County, Alabama",Alabama,2023,568,301
05147,"Woodruff County, Arkansas",Arkansas,2023,652,476
30109,"Wibaux County, Montana",Montana,2023,772,554
05059,"Hot Spring County, Arkansas",Arkansas,2023,810,568
29069,"Dunklin County, Missouri",Missouri,2023,751,595
21233,"Webster County, Kentucky",Kentucky,2023,1498,620
13141,"Hancock County, Georgia",Georgia,2023,1124,835
28149,"Warren County, Mississippi",Mississippi,2023,1401,928
18167,"Vigo County, Indiana",Indiana,2023,1303,1156
48413,"Schleicher County, Texas",Texas,2023,1927,1216
37159,"Rowan County, North Carolina",North Carolina,2023,1555,1223
18087,"LaGrange County, Indiana",Indiana,2023,1401,1267
13237,"Putnam County, Georgia",Georgia,2023,1793,1358
31031,"Cherry County, Nebraska",Nebraska,2023,1357,1398
37097,"Iredell County, North Carolina",North Carolina,2023,2124,1403
30091,"Sheridan County, Montana",Montana,2023,1475,1417
31041,"Custer County, Nebraska",Nebraska,2023,2096,1530
19083,"Hardin County, Iowa",Iowa,2023,1629,1595
08113,"San Miguel County, Colorado",Colorado,2023,1564,1643
22103,"St. Tammany Parish, Louisiana",Louisiana,2023,2159,1698
26051,"Gladwin County, Michigan",Michigan,2023,1859,1755
30043,"Jefferson County, Montana",Montana,2023,2408,2122
19015,"Boone County, Iowa",Iowa,2023,2811,2618
36097,"Schuyler County, New York",New York,2023,3376,2884
51760,"Richmond city, Virginia",Virginia,2023,2798,2932
17179,"Tazewell County, Illinois",Illinois,2023,3637,3214
55033,"Dunn County, Wisconsin",Wisconsin,2023,3368,3250
36039,"Greene County, New York",New York,2023,4568,3617
34011,"Cumberland County, New Jersey",New Jersey,2023,5183,4895
22003,"Allen Parish, Louisiana",Louisiana,2023,544,199
05081,"Little River County, Arkansas",Arkansas,2023,637,485
21165,"Menifee County, Kentucky",Kentucky,2023,646,498
08057,"Jackson County, Colorado",Colorado,2023,0,519
40033,"Cotton County, Oklahoma",Oklahoma,2023,838,609
21105,"Hickman County, Kentucky",Kentucky,2023,989,616
47071,"Hardin County, Tennessee",Tennessee,2023,670,660
40129,"Roger Mills County, Oklahoma",Oklahoma,2023,681,789
47011,"Bradley County, Tennessee",Tennessee,2023,1263,1020
37003,"Alexander County, North Carolina",North Carolina,2023,1269,1120
39145,"Scioto County, Ohio",Ohio,2023,1722,1189
12023,"Columbia County, Florida",Florida,2023,1676,1191
48049,"Brown County, Texas",Texas,2023,2415,1324
46007,"Bennett County, South Dakota",South Dakota,2023,1589,1346
26141,"Presque Isle County, Michigan",Michigan,2023,1413,1350
48199,"Hardin County, Texas",Texas,2023,2662,1416
26003,"Alger County, Michigan",Michigan,2023,1787,1504
54037,"Jefferson County, West Virginia",West Virginia,2023,1875,1529
48245,"Jefferson County, Texas",Texas,2023,3529,1776
48327,"Menard County, Texas",Texas,2023,1550,1792
42085,"Mercer County, Pennsylvania",Pennsylvania,2023,2065,1813
42117,"Tioga County, Pennsylvania",Pennsylvania,2023,2178,2025
31007,"Banner County, Nebraska",Nebraska,2023,4125,2217
38059,"Morton County, North Dakota",North Dakota,2023,2677,2372
37037,"Chatham County, North Carolina",North Carolina,2023,2813,2437
27009,"Benton County, Minnesota",Minnesota,2023,2566,2469
51810,"Virginia Beach city, Virginia",Virginia,2023,2876,3131
42011,"Berks County, Pennsylvania",Pennsylvania,2023,4459,3849
22081,"Red River Parish, Louisiana",Louisiana,2023,793,321
21147,"McCreary County, Kentucky",Kentucky,2023,800,345
01001,"Autauga County, Alabama",Alabama,2023,615,475
28061,"Jasper County, Mississippi",Mississippi,2023,1071,509
05135,"Sharp County, Arkansas",Arkansas,2023,578,517
13315,"Wilcox County, Georgia",Georgia,2023,1643,586
47035,"Cumberland County, Tennessee",Tennessee,2023,731,663
13161,"Jeff Davis County, Georgia",Georgia,2023,1341,766
13163,"Jefferson County, Georgia",Georgia,2023,1137,796
32033,"White Pine County, Nevada",Nevada,2023,1157,839
18181,"White County, Indiana",Indiana,2023,873,851
18069,"Huntington County, Indiana",Indiana,2023,1110,975
21217,"Taylor County, Kentucky",Kentucky,2023,1208,1136
48461,"Upton County, Texas",Texas,2023,1189,1200
20165,"Rush County, Kansas",Kansas,2023,1919,1240
47169,"Trousdale County, Tennessee",Tennessee,2023,1150,1324
38011,"Bowman County, North Dakota",North Dakota,2023,1315,1341
21227,"Warren County, Kentucky",Kentucky,2023,1624,1440
37105,"Lee County, North Carolina",North Carolina,2023,1863,1476
16039,"Elmore County, Idaho",Idaho,2023,1758,1576
39019,"Carroll County, Ohio",Ohio,2023,1748,1587
48429,"Stephens County, Texas",Texas,2023,2153,1633
18081,"Johnson County, Indiana",Indiana,2023,1899,1829
48223,"Hopkins County, Texas",Texas,2023,2311,1876
53047,"Okanogan County, Washington",Washington,2023,2353,1974
26073,"Isabella County, Michigan",Michigan,2023,2246,2070
27169,"Winona County, Minnesota",Minnesota,2023,2086,2119
31093,"Howard County, Nebraska",Nebraska,2023,2356,2248
36019,"Clinton County, New York",New York,2023,4001,2752
17177,"Stephenson County, Illinois",Illinois,2023,3375,2925
26077,"Kalamazoo County, Michigan",Michigan,2023,3503,3144
29183,"St. Charles County, Missouri",Missouri,2023,3370,3269
36055,"Monroe County, New York",New York,2023,5643,5212
06001,"Alameda County, California",California,2023,9108,5709
51059,"Fairfax County, Virginia",Virginia,2023,6945,7430
08065,"Lake County, Colorado",Colorado,2023,1946,0
40077,"Latimer County, Oklahoma",Oklahoma,2023,730,421
01067,"Henry County, Alabama",Alabama,2023,642,422
01113,"Russell County, Alabama",Alabama,2023,752,455
01101,"Montgomery County, Alabama",Alabama,2023,671,498
12123,"Taylor County, Florida",Florida,2023,1347,533
13061,"Clay County, Georgia",Georgia,2023,1484,595
12039,"Gadsden County, Florida",Florida,2023,1193,615
38051,"McIntosh County, North Dakota",North Dakota,2023,1207,707
05023,"Cleburne County, Arkansas",Arkansas,2023,824,804
54049,"Marion County, West Virginia",West Virginia,2023,1094,872
40051,"Grady County, Oklahoma",Oklahoma,2023,1637,919
28043,"Grenada County, Mississippi",Mississippi,2023,1467,955
13283,"Treutlen County, Georgia",Georgia,2023,603,1047
53023,"Garfield County, Washington",Washington,2023,1757,1090
51159,"Richmond County, Virginia",Virginia,2023,1244,1141
51155,"Pulaski County, Virginia",Virginia,2023,1178,1174
20065,"Graham County, Kansas",Kansas,2023,1833,1332
26097,"Mackinac County, Michigan",Michigan,2023,1806,1617
41069,"Wheeler County, Oregon",Oregon,2023,2010,1708
51047,"Culpeper County, Virginia",Virginia,2023,2211,1834
42005,"Armstrong County, Pennsylvania",Pennsylvania,2023,2483,1897
31121,"Merrick County, Nebraska",Nebraska,2023,1960,1983
53027,"Grays Harbor County, Washington",Washington,2023,2609,2202
48097,"Cooke County, Texas",Texas,2023,3250,2403
42119,"Union County, Pennsylvania",Pennsylvania,2023,2942,2407
17073,"Henry County, Illinois",Illinois,2023,3111,2560
31079,"Hall County, Nebraska",Nebraska,2023,2986,2651
27041,"Douglas County, Minnesota",Minnesota,2023,2446,2662
48039,"Brazoria County, Texas",Texas,2023,6192,2865
48201,"Harris County, Texas",Texas,2023,5134,3294
31153,"Sarpy County, Nebraska",Nebraska,2023,5394,4696
48243,"Jeff Davis County, Texas",Texas,2023,2158,0
22097,"St. Landry Parish, Louisiana",Louisiana,2023,581,284
05075,"Lawrence County, Arkansas",Arkansas,2023,490,401
01069,"Houston County, Alabama",Alabama,2023,589,433
08023,"Costilla County, Colorado",Colorado,2023,931,455
22019,"Calcasieu Parish, Louisiana",Louisiana,2023,1191,628
01125,"Tuscaloosa County, Alabama",Alabama,2023,799,662
30011,"Carter County, Montana",Montana,2023,1208,662
05145,"White County, Arkansas",Arkansas,2023,894,664
21197,"Powell County, Kentucky",Kentucky,2023,954,689
28115,"Pontotoc County, Mississippi",Mississippi,2023,1133,692
37111,"McDowell County, North Carolina",North Carolina,2023,1033,750
30037,"Golden Valley County, Montana",Montana,2023,1523,783
51143,"Pittsylvania County, Virginia",Virginia,2023,960,855
37091,"Hertford County, North Carolina",North Carolina,2023,1303,897
37113,"Macon County, North Carolina",North Carolina,2023,1049,922
18023,"Clinton County, Indiana",Indiana,2023,939,1048
20199,"Wallace County, Kansas",Kansas,2023,2115,1160
37195,"Wilson County, North Carolina",North Carolina,2023,1677,1166
47105,"Loudon County, Tennessee",Tennessee,2023,1147,1190
37031,"Carteret County, North Carolina",North Carolina,2023,1417,1294
49013,"Duchesne County, Utah",Utah,2023,1707,1408
17191,"Wayne County, Illinois",Illinois,2023,1913,1422
18141,"St. Joseph County, Indiana",Indiana,2023,1640,1428
48163,"Frio County, Texas",Texas,2023,2399,1452
37071,"Gaston County, North Carolina",North Carolina,2023,2095,1492
39143,"Sandusky County, Ohio",Ohio,2023,1670,1560
51530,"Buena Vista city, Virginia",Virginia,2023,1372,1587
19111,"Lee County, Iowa",Iowa,2023,1988,1660
55085,"Oneida County, Wisconsin",Wisconsin,2023,2151,2139
39129,"Pickaway County, Ohio",Ohio,2023,2561,2244
48303,"Lubbock County, Texas",Texas,2023,3822,2258
24013,"Carroll County, Maryland",Maryland,2023,3916,3673
06041,"Marin County, California",California,2023,10001,7538
22123,"West Carroll Parish, Louisiana",Louisiana,2023,261,199
21237,"Wolfe County, Kentucky",Kentucky,2023,548,357
01063,"Greene County, Alabama",Alabama,2023,751,358
01079,"Lawrence County, Alabama",Alabama,2023,496,410
01015,"Calhoun County, Alabama",Alabama,2023,678,508
13083,"Dade County, Georgia",Georgia,2023,1380,698
05091,"Miller County, Arkansas",Arkansas,2023,1222,703
29039,"Cedar County, Missouri",Missouri,2023,1042,892
13313,"Whitfield County, Georgia",Georgia,2023,1588,1096
37041,"Chowan County, North Carolina",North Carolina,2023,1510,1103
56023,"Lincoln County, Wyoming",Wyoming,2023,1695,1252
28045,"Hancock County, Mississippi",Mississippi,2023,1705,1277
48335,"Mitchell County, Texas",Texas,2023,3035,1476
48237,"Jack County, Texas",Texas,2023,2795,1480
38071,"Ramsey County, North Dakota",North Dakota,2023,2031,1645
26063,"Huron County, Michigan",Michigan,2023,1804,1724
31033,"Cheyenne County, Nebraska",Nebraska,2023,2640,1858
06115,"Yuba County, California",California,2023,3272,1926
18059,"Hancock County, Indiana",Indiana,2023,1702,1928
27111,"Otter Tail County, Minnesota",Minnesota,2023,1936,2006
30047,"Lake County, Montana",Montana,2023,2613,2176
39133,"Portage County, Ohio",Ohio,2023,2892,2445
19013,"Black Hawk County, Iowa",Iowa,2023,2799,2776
51179,"Stafford County, Virginia",Virginia,2023,3385,2983
46103,"Pennington County, South Dakota",South Dakota,2023,3043,3058
42133,"York County, Pennsylvania",Pennsylvania,2023,4102,3672
51735,"Poquoson city, Virginia",Virginia,2023,3610,3691
44005,"Newport County, Rhode Island",Rhode Island,2023,5472,5109
33011,"Hillsborough County, New Hampshire",New Hampshire,2023,6876,6606
22031,"De Soto Parish, Louisiana",Louisiana,2023,1047,283
01017,"Chambers County, Alabama",Alabama,2023,559,409
29035,"Carter County, Missouri",Missouri,2023,874,556
22043,"Grant Parish, Louisiana",Louisiana,2023,1199,567
08083,"Montezuma County, Colorado",Colorado,2023,992,755
13025,"Brantley County, Georgia",Georgia,2023,1669,782
08125,"Yuma County, Colorado",Colorado,2023,1186,852
37079,"Greene County, North Carolina",North Carolina,2023,1021,970
13125,"Glascock County, Georgia",Georgia,2023,2135,974
16031,"Cassia County, Idaho",Idaho,2023,1205,1044
01081,"Lee County, Alabama",Alabama,2023,1235,1060
46075,"Jones County, South Dakota",South Dakota,2023,1607,1155
35061,"Valencia County, New Mexico",New Mexico,2023,1479,1188
30089,"Sanders County, Montana",Montana,2023,1788,1769
20095,"Kingman County, Kansas",Kansas,2023,2037,1830
16081,"Teton County, Idaho",Idaho,2023,2230,1875
39009,"Athens County, Ohio",Ohio,2023,2388,1879
31029,"Chase County, Nebraska",Nebraska,2023,2527,1891
51101,"King William County, Virginia",Virginia,2023,1658,1917
53049,"Pacific County, Washington",Washington,2023,2497,1917
02150,"Kodiak Island Borough, Alaska",Alaska,2023,4070,2193
26091,"Lenawee County, Michigan",Michigan,2023,2461,2324
51660,"Harrisonburg city, Virginia",Virginia,2023,1977,2474
19061,"Dubuque County, Iowa",Iowa,2023,2821,2917
36057,"Montgomery County, New York",New York,2023,3990,3274
42103,"Pike County, Pennsylvania",Pennsylvania,2023,3578,3353
36107,"Tioga County, New York",New York,2023,4070,3450
13121,"Fulton County, Georgia",Georgia,2023,3948,3537
39165,"Warren County, Ohio",Ohio,2023,4252,3617
48091,"Comal County, Texas",Texas,2023,5622,3801
22001,"Acadia Parish, Louisiana",Louisiana,2023,757,234
54087,"Roane County, West Virginia",West Virginia,2023,652,473
18103,"Miami County, Indiana",Indiana,2023,744,620
21057,"Cumberland County, Kentucky",Kentucky,2023,894,734
47177,"Warren County, Tennessee",Tennessee,2023,768,787
18035,"Delaware County, Indiana",Indiana,2023,1106,872
40083,"Logan County, Oklahoma",Oklahoma,2023,2255,1080
48081,"Coke County, Texas",Texas,2023,1574,1141
30075,"Powder River County, Montana",Montana,2023,1290,1173
20007,"Barber County, Kansas",Kansas,2023,1818,1188
01117,"Shelby County, Alabama",Alabama,2023,1358,1299
42023,"Cameron County, Pennsylvania",Pennsylvania,2023,1635,1378
18037,"Dubois County, Indiana",Indiana,2023,1373,1394
38009,"Bottineau County, North Dakota",North Dakota,2023,1265,1398
06105,"Trinity County, California",California,2023,2234,1445
13063,"Clayton County, Georgia",Georgia,2023,1858,1451
06103,"Tehama County, California",California,2023,2308,1455
46005,"Beadle County, South Dakota",South Dakota,2023,2177,1677
12031,"Duval County, Florida",Florida,2023,2333,1707
51109,"Louisa County, Virginia",Virginia,2023,1785,1767
27065,"Kanabec County, Minnesota",Minnesota,2023,2555,2342
20193,"Thomas County, Kansas",Kansas,2023,2038,2343
49011,"Davis County, Utah",Utah,2023,2534,2580
55005,"Barron County, Wisconsin",Wisconsin,2023,2817,2831
48205,"Hartley County, Texas",Texas,2023,2413,2859
18057,"Hamilton County, Indiana",Indiana,2023,3345,3325
55131,"Washington County, Wisconsin",Wisconsin,2023,3894,3609
36091,"Saratoga County, New York",New York,2023,5096,4339
09130,"Lower Connecticut River Valley Planning Region, Connecticut",Connecticut,2023,6437,6121
50007,"Chittenden County, Vermont",Vermont,2023,6545,6480
34037,"Sussex County, New Jersey",New Jersey,2023,8546,8285
01111,"Randolph County, Alabama",Alabama,2023,513,353
12059,"Holmes County, Florida",Florida,2023,730,420
21203,"Rockcastle County, Kentucky",Kentucky,2023,862,501
54071,"Pendleton County, West Virginia",West Virginia,2023,673,553
28119,"Quitman County, Mississippi",Mississippi,2023,1113,681
28125,"Sharkey County, Mississippi",Mississippi,2023,1974,741
08121,"Washington County, Colorado",Colorado,2023,955,815
38063,"Nelson County, North Dakota",North Dakota,2023,1093,832
37099,"Jackson County, North Carolina",North Carolina,2023,984,888
29167,"Polk County, Missouri",Missouri,2023,1192,972
54079,"Putnam County, West Virginia",West Virginia,2023,1460,979
18147,"Spencer County, Indiana",Indiana,2023,1205,1009
18151,"Steuben County, Indiana",Indiana,2023,1202,1170
48017,"Bailey County, Texas",Texas,2023,1864,1200
41035,"Klamath County, Oregon",Oregon,2023,2022,1287
51730,"Petersburg city, Virginia",Virginia,2023,1529,1337
30061,"Mineral County, Montana",Montana,2023,1957,1441
46009,"Bon Homme County, South Dakota",South Dakota,2023,1579,1454
29157,"Perry County, Missouri",Missouri,2023,1332,1456
48287,"Lee County, Texas",Texas,2023,2969,1566
08091,"Ouray County, Colorado",Colorado,2023,2019,1710
38105,"Williams County, North Dakota",North Dakota,2023,1987,1762
12103,"Pinellas County, Florida",Florida,2023,2657,1837
08049,"Grand County, Colorado",Colorado,2023,1668,1878
18127,"Porter County, Indiana",Indiana,2023,2234,2043
21037,"Campbell County, Kentucky",Kentucky,2023,2672,2109
46029,"Codington County, South Dakota",South Dakota,2023,2372,2231
17005,"Bond County, Illinois",Illinois,2023,2780,2298
13117,"Forsyth County, Georgia",Georgia,2023,4025,2374
28023,"Clarke County, Mississippi",Mississippi,2023,885,445
54055,"Mercer County, West Virginia",West Virginia,2023,777,476
05129,"Searcy County, Arkansas",Arkansas,2023,599,493
01019,"Cherokee County, Alabama",Alabama,2023,745,538
28095,"Monroe County, Mississippi",Mississippi,2023,1009,599
08103,"Rio Blanco County, Colorado",Colorado,2023,945,631
13055,"Chattooga County, Georgia",Georgia,2023,1054,702
08063,"Kit Carson County, Colorado",Colorado,2023,1329,721
29207,"Stoddard County, Missouri",Missouri,2023,990,755
40103,"Noble County, Oklahoma",Oklahoma,2023,1362,815
40153,"Woodward County, Oklahoma",Oklahoma,2023,1292,830
13007,"Baker County, Georgia",Georgia,2023,572,1157
21017,"Bourbon County, Kentucky",Kentucky,2023,1753,1285
39161,"Van Wert County, Ohio",Ohio,2023,1319,1338
42021,"Cambria County, Pennsylvania",Pennsylvania,2023,1712,1348
48227,"Howard County, Texas",Texas,2023,1899,1358
39171,"Williams County, Ohio",Ohio,2023,1647,1579
29071,"Franklin County, Missouri",Missouri,2023,1860,1596
48357,"Ochiltree County, Texas",Texas,2023,2738,1709
46111,"Sanborn County, South Dakota",South Dakota,2023,1482,1875
04005,"Coconino County, Arizona",Arizona,2023,2065,1880
42067,"Juniata County, Pennsylvania",Pennsylvania,2023,2235,2097
19175,"Union County, Iowa",Iowa,2023,2086,2123
27097,"Morrison County, Minnesota",Minnesota,2023,2132,2183
06071,"San Bernardino County, California",California,2023,3729,2462
53031,"Jefferson County, Washington",Washington,2023,3380,3784
28029,"Copiah County, Mississippi",Mississippi,2023,1168,573
35006,"Cibola County, New Mexico",New Mexico,2023,1188,592
13091,"Dodge County, Georgia",Georgia,2023,1308,596
01083,"Limestone County, Alabama",Alabama,2023,838,626
40123,"Pontotoc County, Oklahoma",Oklahoma,2023,1314,714
48365,"Panola County, Texas",Texas,2023,2117,797
37153,"Richmond County, North Carolina",North Carolina,2023,1287,890
29141,"Morgan County, Missouri",Missouri,2023,1202,926
21173,"Montgomery County, Kentucky",Kentucky,2023,1393,936
47153,"Sequatchie County, Tennessee",Tennessee,2023,1008,969
13215,"Muscogee County, Georgia",Georgia,2023,1970,994
05143,"Washington County, Arkansas",Arkansas,2023,1573,1306
13241,"Rabun County, Georgia",Georgia,2023,1560,1383
29027,"Callaway County, Missouri",Missouri,2023,1616,1439
24001,"Allegany County, Maryland",Maryland,2023,1712,1485
26013,"Baraga County, Michigan",Michigan,2023,1844,1539
48379,"Rains County, Texas",Texas,2023,3544,1648
27075,"Lake County, Minnesota",Minnesota,2023,1667,1680
46125,"Turner County, South Dakota",South Dakota,2023,2255,1868
48011,"Armstrong County, Texas",Texas,2023,3317,2035
17001,"Adams County, Illinois",Illinois,2023,2553,2350
55019,"Clark County, Wisconsin",Wisconsin,2023,2531,2388
06109,"Tuolumne County, California",California,2023,2887,2498
36025,"Delaware County, New York",New York,2023,3294,2843
53035,"Kitsap County, Washington",Washington,2023,3978,4185
48453,"Travis County, Texas",Texas,2023,7918,6682
34025,"Monmouth County, New Jersey",New Jersey,2023,10001,10001
45067,"Marion County, South Carolina",South Carolina,2023,531,350
28021,"Claiborne County, Mississippi",Mississippi,2023,517,447
08033,"Dolores County, Colorado",Colorado,2023,1578,469
29181,"Ripley County, Missouri",Missouri,2023,593,509
